datetime_utc,distance_au,velocity_km_s,designation,name,diameter_km,potentially_hazardous
2020-01-01 00:54:00,0.0211628345552616,5.62203195551878,2020 AY1,,nan,True
2020-01-01 02:06:00,0.0360768281418277,7.35926323695148,2019 YK,,nan,True
2020-01-01 03:31:00,0.160639366085925,2.79339217149069,2013 EC20,,nan,True
2020-01-01 07:18:00,0.159564728068965,4.15293831675084,2020 AM1,,nan,True
2020-01-01 08:44:00,0.18045450224301,17.5484457306842,2016 EF195,,nan,True
